x,y,z,ap_x,ap_y,ap_tipo,dist_euclid,rssi_dbm,n_rayos,pl_min_db,delayspread_ns,refl_dom,cruces_nlos
25.98,125,1,26.1,129.1,2,4.10175572163921,-23.6373325053015,41,58.9373325053015,11.6874982894915,0,0
25.98,130,1,26.1,129.1,2,0.907964757025299,-13.7383839442928,22,49.0383839442928,3.73526854068945,0,0
25.98,135,1,26.1,129.1,2,5.90122021280346,-26.6689725626971,58,61.9689725626971,15.3143212051943,0,0
25.98,0,1,26.3,87.2,2,87.2005871539865,-49.9381425990595,19,85.2381425990595,58.3683015629917,0,0
25.98,5,1,26.3,87.2,2,82.2006228686863,-49.4253281669097,19,84.7253281669097,61.6191986010716,0,0
25.98,10,1,26.3,87.2,2,77.2006632095865,-48.8803325616527,19,84.1803325616527,60.4485575569679,0,0
25.98,15,1,26.3,87.2,2,72.2007091377917,-48.2988455993658,21,83.5988455993658,62.2591355247307,0,0
25.98,20,1,26.3,87.2,2,67.2007619004428,-47.6756288333861,25,82.9756288333861,61.6740677764025,0,0
25.98,25,1,26.3,87.2,2,62.2008231456787,-47.0042283191331,28,82.3042283191331,59.0511337672143,0,0
25.98,30,1,26.3,87.2,2,57.2008950978916,-46.2765669315516,23,81.5765669315516,59.3067143776939,0,0
25.98,35,1,26.3,87.2,2,52.200980833697,-45.4823500568022,34,80.7823500568022,53.5475000888565,0,0
25.98,40,1,26.3,87.2,2,47.2010847332982,-44.6081717651182,24,79.9081717651182,54.4032247097547,0,0
25.98,45,1,26.3,87.2,2,42.2012132527016,-43.6361199253292,30,78.9361199253292,51.2877112129507,0,0
25.98,50,1,26.3,87.2,2,37.2013763186256,-42.5415004225193,43,77.8415004225193,48.8534015641336,0,0
25.98,55,1,26.3,87.2,2,32.2015900228545,-41.2889158412594,26,76.5889158412594,37.914880531661,0,0
25.98,60,1,26.3,87.2,2,27.2018822878124,-39.8250277860426,52,75.1250277860426,33.9129069782758,0,0
